human	mouse
390748	382035
55611	107260
135924	258381
135924	258380
135924	258569
89	11474
23062	74105
8396	18718
8396	108083
3880	16669
6164	100043876
6164	68436
6164	619547
10565	211673
10565	211673
10991	76257
3467	15965
3467	230396
3467	15969
3467	15968
3467	242517
3467	15970
3467	15964
3467	15972
3467	15967
3467	15962
3467	15974
3467	230398
3467	404549
3467	242519
5305	18718
5305	108083
26353	80888
2918	268934
2918	268934
2918	14823
2918	108073
123016	76260
23514	224008
23514	224008
51503	66070
1444	14599
51422	108099
57348	57776
80036	226025
8220	27886
22943	13380
80271	233011
337880	16693
6635	20643
10890	19325
2731	104174
642	104184
54839	102747
57127	58176
196527	105722
3691	192897
150763	215456
3939	16828
55815	72236
162239	22640
4648	17922
9798	71955
110091775	21461
110091775	21462
79844	71164
79844	70796
126859	77352
342931	192658
56204	235493
6503	20491
79853	66261
23550	215632
286097	78506
4146	17180
267	23802
55247	234258
2821	14751
3003	14945
9573	14562
158038	242384
55970	14701
4947	18247
57835	232156
79974	214642
7942	21425
6953	21461
6953	21462
83999	84035
8500	233977
55716	74775
10202	71412
25950	66568
54729	672284
54729	20231
1490	18133
1490	14219
10487	12331
7869	20347
123283	272396
123283	110960
8497	68507
54847	320007
6723	20810
81608	66899
57469	434128
8403	20669
26339	259002
26339	259003
55039	68260
2055	26889
6447	20394
283971	353287
375743	72351
10010	21353
23078	219189
699	12235
5334	227120
56902	66249
6606	20595
3291	15484
267002	319207
54432	230584
51514	76843
51514	76843
55646	17089
8532	242939
9991	230257
5260	18682
56904	227700
51100	54673
7716	22344
83881	27217
81050	258996
81050	404310
27304	69372
83740	385328
83740	76383
11200	50883
87	60595
87	109711
5202	18637
23271	67886
81	60595
81	109711
10461	17289
10461	17289
100506581	76405
50487	237625
257194	320840
1215	545055
2776	14675
717	12263
8106	54196
6662	20681
2556	14396
55784	78771
170692	208936
55500	75320
6607	20595
284339	330485
1302	12815
79772	78771
79772	78771
50616	50929
8720	56453
57554	242274
827	12338
827	12337
8749	11499
79075	72107
124446	68742
2767	14675
115426	109113
4034	231798
10565	99371
10565	99371
65998	108899
65125	232341
80036	226025
80036	226025
80036	226025
124404	71089
64600	26971
5905	19387
23481	64934
196527	105722
9554	20333
4205	17258
163486	329260
163486	329260
110091775	100041352
344148	210356
50809	15441
23229	236915
6953	100041352
832	12345
726	12338
726	12337
2224	110196
8497	68507
100529063	54196
11160	244373
56965	67287
10243	268566
10243	268566
10243	268566
10243	268566
23078	219189
6606	20595
79888	210992
79888	210992
7716	22344
8863	18628
8863	18628
10109	76709
5276	67931
64121	54170
5639	65116
24147	14221
1352	70383
653567	625286
60560	78689
2980	14915
64581	56644
10266	54409
246176	237891
51084	68631
9170	53978
81932	72748
10253	24064
64418	101118
1131	12671
89884	16872
346689	74253
84233	66271
7391	22278
2288	14228
5036	18813
10302	330959
11085	71078
1491	107869
1675	11537
9643	56397
1009	12552
79660	244416
2829	23832
7384	22273
2266	99571
139604	71967
9804	67952
55734	22722
55734	22722
9415	56473
442186	258481
10228	58244
10228	58244
10613	226144
119559	94281
81577	70575
54935	68440
9331	56386
988	71702
5166	27273
1591	13081
283377	66701
25831	207304
2886	14786
5002	18400
130355	73103
54963	68556
146395	269994
9940	320256
6541	11987
8723	69150
6338	20277
51298	21830
57634	75560
84251	73094
9665	223989
9665	223989
9135	54189
9135	54189
57592	78266
730159	100502590
114991	72701
114991	72701
23194	448987
23534	320938
134429	170459
9581	213760
6285	20203
4674	17954
202500	21645
9262	98267
55643	208198
55643	83962
266	11704
6884	99730
2678	14598
7138	21955
29988	56017
23309	20467
329	11796
329	11797
55901	56229
1666	67460
57194	11982
57194	11982
435	109900
10681	14697
10273	56424
53822	57780
48	11428
10280	18391
3875	16668
4330	433938
26060	72993
146712	210004
6011	24013
27290	20731
57062	27225
10498	59035
79012	235604
1653	104721
4537	17718
9457	57756
256471	72175
84062	94245
9738	101565
1642	13194
341416	258932
57540	242748
222546	320995
56106	93716
56106	93717
56106	93722
157777	240697
2274	14200
6048	54197
1586	13074
81618	64294
3799	16573
718	12266
146198	22751
146198	22751
10557	227522
10664	13018
10664	13018
138429	227733
441869	242805
714	12262
1999	13710
23118	68652
23118	68652
56101	93702
56101	93701
6236	56437
338440	71345
5780	56294
65018	68943
80013	66960
9782	17184
81555	67180
9992	246133
374291	75406
201627	211922
136306	320590
136306	320590
57481	101055983
140775	237782
23335	104082
114548	216799
139378	236798
6608	319757
6608	319757
134147	69574
27165	216456
34	11364
51244	232236
6830	20926
84918	237253
84918	237253
2729	14629
84817	52700
53831	80910
26958	54160
26958	54160
26958	54161
26958	54161
8170	27411
120066	258769
120066	56861
5005	18405
5005	18406
5005	18407
11248	104079
6856	19027
169026	239436
3948	16833
8302	58179
8302	58179
8302	16641
8302	16642
442185	258481
8641	93702
8641	93701
10190	98258
10190	98258
2800	76899
28957	66230
63929	321003
63929	321003
8412	29815
8412	29815
10040	71943
57698	71653
9927	170731
1605	13138
330	11796
330	11797
163154	100504446
5473	57349
23511	227699
23511	227699
23167	76740
23167	76740
11126	54215
80028	231863
55709	67136
23255	68617
63922	214901
3720	16468
5165	236900
3321	78908
81550	219249
81550	219249
54629	235461
2350	14276
29841	252973
29841	195733
165055	76138
8382	75533
402635	77998
51318	66223
338382	226421
132946	384185
132946	384185
346562	242851
84285	69860
11007	240514
10256	194231
2845	73010
2845	73010
346653	245884
54466	278240
8030	76551
7064	50492
91419	68876
387509	100129
22885	319713
10221	211770
126969	213603
57826	72065
84908	66488
58158	11923
891	268697
9877	70579
4869	18148
27242	94185
10082	23888
10082	23888
10082	14735
10082	14735
6194	20104
6194	105244208
9045	67115
2770	14677
2770	14678
83887	100216474
9794	103806
278	109959
278	100043684
278	100043688
278	11722
278	100043686
278	545562
51764	64337
10189	21681
10189	100043239
10189	100043235
10189	100043227
10189	100043231
10189	56009
2531	70750
401236	380842
9073	54420
100131187	226654
1952	53883
1952	12614
3679	16404
3679	16404
55966	230959
23176	20362
84842	242642
778	54652
23549	13437
58527	73112
27154	268936
27154	268936
27154	268936
5987	19720
151987	232314
84699	208677
23160	72515
403282	258930
60558	231279
53339	208198
53339	83962
92181	327900
126299	232969
84319	66497
26249	100503085
6565	57738
81615	72160
51279	232371
594	12040
92400	67889
144715	231724
727936	232313
197407	233887
11063	214105
26707	258481
7471	22408
643	12145
29953	237553
115701	225638
105	94191
64866	109332
1406	12951
25834	67569
25834	67569
3350	15550
3632	212111
9088	268930
64766	74648
64766	74648
56033	12022
9541	66935
3053	15160
81626	71836
79977	252973
79977	195733
2771	14677
2771	14678
1936	66656
388569	243834
23677	98402
10668	68755
344657	68307
140862	319909
51560	19346
728637	74847
54680	229937
8666	53356
360023	226470
100129583	70864
100129583	384198
138882	258941
2000	56501
51586	94112
100526693	101100
9356	18399
2494	26424
374877	76406
29842	81879
285315	329659
5004	18405
5004	18406
5004	18407
5896	19373
102724560	12411
474343	278240
54903	380718
51311	170744
83607	225339
9254	56808
144423	319804
79054	171382
84069	231002
54756	171463
1072	12631
9389	382113
57134	230815
26994	29864
150921	69852
8572	30794
1896	13607
58488	18559
5122	18548
100191040	271944
6654	20662
57591	223701
1967	209354
27199	239283
81849	26938
57508	70422
80217	100048534
11011	24086
11011	24086
3594	16161
3594	16161
126129	78070
27241	319845
408	109689
408	109689
54464	24127
9783	242662
151295	22626
84287	74168
4659	17931
65266	69847
9462	226525
9462	226525
2670	14580
6227	66481
9185	194590
92359	224912
168507	171395
57863	94332
282974	57740
55719	226151
9148	18011
9148	18011
151871	73693
151871	73703
3268	231801
91862	73608
9776	51897
10518	56506
3601	16169
100506564	71868
55870	192195
10553	53415
23175	14245
26280	60367
26280	331461
276	109959
276	100043684
276	100043688
276	11722
276	100043686
276	545562
221092	68693
357	110380
131034	74020
159989	234964
2835	14738
9228	244310
9228	244310
285636	106064
9276	50797
152992	78890
89890	432879
89890	211255
1102	105670
85446	239102
341880	75288
55063	381678
26030	263406
57584	71435
6305	77980
6305	319934
79783	192136
90293	67455
100534599	57905
154215	67149
154215	67149
154215	432450
154215	269513
28985	66405
28985	68995
51547	209011
9312	98741
84812	18802
102724197	14598
56172	11732
126272	434156
57659	75580
60494	70884
3821	58179
3821	58179
3821	16641
3821	16642
6678	20692
1029	12579
6651	20658
6651	20658
11100	232989
875	12411
27120	50722
84623	170643
84623	67703
84623	67703
92667	74528
9362	12891
64773	319513
8763	53599
5717	69077
3351	15551
5089	18515
55568	270049
55568	171212
55568	171212
57655	52857
57664	69217
80312	52463
4791	18034
10718	18183
11276	217030
11276	217030
59339	83436
150786	19346
4976	74143
8605	232889
8605	232889
23438	70791
92597	68473
150677	260301
85417	209091
85417	209091
8676	74732
8833	229363
168544	68910
132789	67980
8862	30878
8462	194655
219771	67974
2791	14699
2791	66066
79731	244141
5917	104458
149371	102058
401647	57437
401647	71146
4836	18107
27230	28146
79159	97961
384	11847
93426	74075
84942	71968
8869	20454
441670	258658
84105	72562
27092	54377
26285	239931
55027	234549
79799	72094
4325	17389
50861	20262
55297	67015
55297	67015
51187	225215
135228	235505
28974	101966
378884	105193
11328	27055
155066	11974
50628	276919
55107	101772
5754	71461
10561	99899
2145	14055
124093	381077
392307	242408
10396	11980
22899	442801
5611	100037258
5611	100037258
10344	541307
151888	208154
55758	214742
55758	214742
102723728	211548
22906	67095
53335	14025
339665	103710
57687	270097
55124	57746
3488	16011
10802	77371
10988	56307
7226	28240
2395	14297
9510	11504
541468	68075
162605	70843
55654	69470
26301	227671
53826	59095
4074	17113
4693	17986
57561	105171
343641	241636
27440	214932
56851	73024
222537	319415
91582	66538
26750	320119
7411	22327
8987	52331
4618	17878
84320	72482
3315	15507
10572	30954
80781	12822
80781	12822
4879	18158
51098	245866
57526	279653
4088	17127
9862	23989
135935	18291
116092	76233
55088	213993
8728	11492
1140	11443
341418	544748
341418	258315
494470	225743
57685	320508
83942	22115
83942	22114
392517	68092
81285	170639
9390	102570
117143	27878
56990	57912
56990	72729
50515	58250
2332	14265
646799	317755
646799	545824
9480	225631
2121	59056
2121	59056
219493	259017
22995	99100
23013	56381
2792	14699
2792	66066
166863	633285
9132	60613
5784	19250
390445	258420
133558	223825
730130	319832
116444	170483
151649	110332
55003	68083
27309	30932
1553	13087
1553	13086
333926	71887
387332	227606
51552	68365
51463	67549
64397	20402
5104	268591
140767	22360
161198	66864
3752	56543
3752	16508
58524	240590
65055	52250
65055	225362
4887	18167
389161	242037
284217	16772
51490	227695
254050	381741
79776	80892
79776	11906
3062	387285
1261	12790
23505	56030
4134	17758
123263	69606
196500	319352
340706	240675
54940	68095
1137	11438
4624	140781
51121	19941
359787	73708
27124	170835
28970	70984
1749	13395
91893	382137
5079	18507
23231	231238
64921	213819
29100	66320
5338	18806
126248	384605
5688	73677
5688	26444
3419	67834
23632	23831
2617	353172
5274	20713
79581	52710
389208	243083
1495	12385
1495	12385
1495	12385
1495	12385
126353	78906
3399	101056296
3399	15903
222894	114712
9656	240087
54961	245857
57132	67064
388662	229706
5801	19279
5801	19279
10972	68581
3607	68837
1054	12611
84334	68020
23258	19347
200132	67344
552889	102637593
552889	382423
10089	16530
3575	16197
6991	100041586
6991	100041639
112802	56735
155	11556
55119	66921
22916	68092
56882	57912
56882	72729
571	12013
60495	545291
9350	12622
143503	259097
51266	56760
23450	101943
125972	73316
1315	70349
9825	263876
146556	239691
55790	234356
6844	22318
51125	57437
51125	71146
54328	70771
114932	67568
83890	75571
344758	229357
389799	329375
389799	329375
55727	238386
345462	214779
93377	226115
25949	68592
4939	246727
4939	246728
131405	636931
66036	210376
1549	13087
1549	13086
8992	11974
9365	16591
57412	57344
92104	78802
92104	620631
92104	72421
144363	67636
144363	67636
9595	227929
80320	83395
8449	69192
26051	228852
3491	16007
51554	252837
79080	108673
10329	216395
84650	68177
85407	93960
10671	22428
55260	70209
374395	67706
100996758	19065
4082	17118
448834	433619
390598	207667
140801	238217
140801	434434
140801	110954
8434	53614
7284	233870
132864	231207
11269	234733
11269	13680
23047	100710
79027	72611
98	75572
55304	228677
219557	70920
2305	14235
23270	72480
375061	69627
126637	71325
6927	21405
28982	226844
6450	50795
158	11564
3543	16136
60490	66812
9589	60532
197358	268857
5283	110417
493869	69590
5359	22038
55591	215008
7913	110052
4685	17968
55212	71492
79157	69900
10467	70103
728294	666009
254439	69861
6596	20585
83985	73658
8515	213119
55113	381560
84861	224023
84861	224023
57143	72113
125058	207592
408050	211548
1385	12912
283820	211548
64794	227674
83874	68449
83874	103724
389384	207819
389384	207819
57532	68564
65981	232560
65981	232560
6898	234724
3751	56543
3751	16508
256394	380780
976	26364
51308	52250
51308	225362
23221	246710
2585	69976
2963	68705
339834	434438
4208	17260
5798	19275
84930	67121
9070	23808
22931	19330
285605	68857
30817	26364
5087	18516
255101	241116
9885	228983
54550	117148
376940	78751
161247	68680
64785	78833
22932	22788
55308	234733
55308	13680
4299	17355
150709	319695
4698	68202
80210	78795
80210	78795
8153	11858
84293	70564
10188	51789
147719	232973
9943	108737
150350	383075
54674	16981
5894	110157
79650	101985
79625	68169
54682	67729
4852	109648
9739	233904
3203	15403
374868	50771
374868	50771
84872	103284
2118	18612
5449	18736
256987	218442
504189	18352
504189	259013
55215	208836
55215	208836
26872	70358
51118	67205
58486	71970
126638	20129
124817	68107
2199	14115
157313	108912
157657	67157
55625	102193
91833	69641
374973	75173
5939	56516
57823	75345
81562	214895
5063	18481
54998	66077
255967	72587
4077	17966
27230	72661
6768	19143
492311	109169
8869	20454
57189	243780
10603	23921
10603	23921
9647	68606
6449	52551
10561	15061
9013	21341
53335	58208
51284	170743
152586	67555
123606	233280
389692	378435
53838	72056
122830	70646
4879	18158
26254	269120
387640	72668
7837	69675
8728	11492
2798	14715
5641	19141
2551	14390
29934	55988
29926	69080
117283	271424
956	215446
221421	75564
51057	216560
51057	216560
4624	17888
7036	50765
9570	56494
51373	66258
4728	225887
339976	244448
51528	66740
51528	104771
28514	13388
6991	21647
256586	70082
4899	18181
10810	245880
114790	71728
84433	108723
1903	13610
145853	69478
10229	12850
8449	69192
100507096	433653
23081	76804
3067	15186
995	12532
4481	20288
43849	69511
5359	18828
341676	330721
990	23834
7182	22026
7182	22026
728294	98314
171389	101613
91526	329154
91526	329154
257240	245683
79829	70999
5087	18514
222234	330050
83697	240215
54856	76022
4943	209815
1761	50796
10188	51789
23114	269116
8324	14369
221409	71020
84246	28077
399671	101055670
91833	70948
11145	225845
54910	20353
23172	109359
3563	16188
563	12007
319101	223915
90381	77011
57379	11628
9735	208628
127385	18313
79295	258478
79295	258319
79295	258318
9716	11834
9716	11834
390078	258147
122769	69706
2542	14385
9247	107889
83539	71367
81796	240726
1364	12740
3043	15130
3043	100503605
3043	15129
340267	213945
247	11688
740	18120
9501	380714
9501	380714
5914	19401
403274	258478
403274	258319
403274	258318
7099	21898
9409	18633
23051	320799
79831	77035
84904	230098
6528	114479
8312	12005
146802	380701
5590	18762
55252	75302
51602	55989
51602	55989
154091	353169
7357	22234
148523	229599
5073	74108
9975	353187
328	11792
8892	217715
51062	73991
25788	623474
84263	72479
2799	75612
471	108147
338785	223917
51440	170638
81099	258399
7770	56707
7770	54678
7770	22755
7770	232966
84747	22248
84747	106840
375337	671232
2863	71111
4043	16976
254786	258544
254786	258148
4656	17928
22879	270096
54210	58217
51655	19416
54896	212555
10440	21854
54414	22619
1644	13195
51060	66073
9394	50786
9394	50785
112849	67217
3693	16419
266722	50786
266722	50785
644414	654458
55244	380701
128367	258709
92840	13476
1307	107581
1307	107581
9819	72033
1051	12608
8451	99375
9883	107939
6556	18173
11072	56405
5915	19401
83648	219148
10181	83486
115416	75593
8988	56534
51533	71838
55333	24071
5241	18667
57185	74552
342035	235379
1116	12654
341359	54526
152015	76378
389558	208164
201798	403175
65003	66419
178	77559
79310	258478
79310	258319
79310	258318
140881	629114
127294	242702
403273	258478
403273	258319
403273	258318
79892	210711
3768	16515
283092	258984
283092	258454
283092	258980
283092	258979
57804	69745
705	53414
